EmployeeID,Age,Education,Gender,DistanceFromHome,MaritalStatus,NumCompaniesWorked,DepartmentType,JobRole,JobLevel,JobInvolvement,JobSatisfaction,JobMonthlyIncome,BusinessTravel,JobStockOptionLevel,JobRelationshipSatisfaction,WorkEnvironmentSatisfaction,JobPercentSalaryHike,JobPerformanceRating,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Attrition
E0364,33,3,Female,5,Single,1,Sales,Sales Representative,1,3,3,2851,Travel_Rarely,0,2,4,13,3,3,1,1,0,0,0,2,Yes
E0365,37,3,Female,10,Married,6,Research & Development,Laboratory Technician,1,3,1,3452,Travel_Rarely,1,2,3,20,4,3,17,5,4,0,3,3,No
E0366,46,4,Female,7,Married,2,Research & Development,Manufacturing Director,2,3,3,5258,Non-Travel,0,3,3,14,3,4,7,1,0,0,0,2,No
E0367,41,3,Male,4,Single,1,Sales,Sales Executive,2,3,2,9355,Travel_Frequently,0,3,1,18,3,3,8,8,7,7,7,5,Yes
E0368,50,3,Male,10,Single,6,Research & Development,Healthcare Representative,3,2,4,10496,Travel_Rarely,0,4,4,15,3,3,20,4,3,1,3,2,No
E0369,40,2,Male,22,Married,2,Sales,Sales Executive,2,2,3,6380,Travel_Rarely,2,1,3,12,3,3,8,6,4,1,0,6,Yes
E0370,31,4,Male,9,Single,0,Research & Development,Research Scientist,1,2,-3,2657,Travel_Rarely,0,4,3,16,3,3,3,2,2,2,2,5,No
E0371,21,3,Female,12,Single,1,Sales,Sales Representative,1,4,2,2716,Travel_Rarely,0,4,3,15,3,3,1,1,0,0,0,0,Yes
E0372,29,3,Male,23,Single,9,Research & Development,Research Scientist,1,3,4,2201,Travel_Rarely,0,4,4,16,3,3,6,3,2,1,2,4,No
E0373,35,4,Male,9,Single,9,Research & Development,Healthcare Representative,2,2,2,6540,Travel_Rarely,0,3,3,19,3,3,10,1,1,0,0,5,No
E0374,27,2,Male,1,Divorced,1,Research & Development,Laboratory Technician,1,3,2,3816,Travel_Rarely,1,2,4,11,3,3,5,5,2,0,4,2,No
E0375,28,4,Male,9,Single,1,Sales,Sales Executive,2,3,4,5253,Travel_Rarely,0,4,2,16,3,3,7,7,5,0,7,1,No
E0376,49,3,Male,7,Single,8,Research & Development,Healthcare Representative,3,2,3,10965,Travel_Rarely,0,3,2,24,4,3,26,5,2,0,0,2,No
E0377,51,2,Female,14,Married,4,Sales,Sales Executive,2,3,4,4936,Travel_Rarely,1,3,3,11,3,2,18,7,7,0,7,2,No
E0378,36,3,Female,2,Married,4,Research & Development,Research Scientist,1,3,3,2543,Travel_Rarely,1,2,4,13,3,3,6,2,2,2,2,3,No
E0379,34,3,Male,19,Single,8,Sales,Sales Executive,2,4,4,5304,Non-Travel,0,2,1,13,3,2,9,5,2,0,4,3,Yes
E0380,55,3,Female,2,Single,2,Research & Development,Manager,4,3,4,16659,Travel_Rarely,0,3,3,13,3,3,30,5,4,1,2,2,No
E0381,24,4,Female,10,Divorced,1,Sales,Sales Executive,2,3,3,4260,Travel_Rarely,1,4,4,12,3,4,5,5,2,0,3,2,No
E0382,30,1,Male,2,Married,1,Sales,Sales Representative,1,3,2,2476,Travel_Rarely,1,1,3,18,3,3,1,1,0,0,0,3,No
E0383,26,1,Male,3,Single,0,Research & Development,Research Scientist,1,3,1,3102,Travel_Frequently,0,3,3,22,4,3,7,6,4,0,4,2,Yes
E0384,22,3,Female,11,Married,1,Research & Development,Research Scientist,1,3,2,2244,Travel_Rarely,1,4,1,13,3,3,2,2,1,1,2,1,No
E0385,36,2,Male,2,Married,1,Sales,Sales Executive,3,2,3,7596,Travel_Rarely,2,2,2,13,3,3,10,10,9,9,0,2,No
E0386,30,3,Male,4,Single,9,Research & Development,Research Scientist,1,3,4,2285,Travel_Frequently,0,3,3,23,4,3,3,1,0,0,0,4,Yes
E0387,37,3,Female,14,Divorced,1,Research & Development,Laboratory Technician,1,3,,3034,Travel_Rarely,1,3,4,12,3,2,18,18,7,12,17,2,No
E0388,40,2,Female,2,Divorced,7,Sales,Sales Executive,2,3,2,5715,Travel_Rarely,2,3,4,12,3,3,8,5,4,1,3,5,No
E0389,42,4,Female,1,Divorced,3,Research & Development,Laboratory Technician,1,3,1,2576,Travel_Rarely,1,2,2,16,3,3,8,5,2,1,2,5,No
E0390,37,4,Male,10,Single,2,Research & Development,Manufacturing Director,2,3,2,4197,Travel_Rarely,0,4,3,12,3,2,18,1,0,0,1,2,No
E0391,43,3,Male,12,Divorced,1,Research & Development,Research Director,4,2,2,14336,Travel_Rarely,1,3,1,11,3,3,25,25,10,3,9,3,No
E0392,40,3,Female,2,Married,6,Research & Development,Laboratory Technician,2,2,3,3448,Travel_Rarely,1,2,2,22,4,3,20,1,0,0,0,3,No
E0393,54,2,Male,5,Married,4,Research & Development,Research Director,5,3,1,19406,Travel_Rarely,1,3,1,11,3,2,24,4,2,1,2,4,No
E0394,34,4,Female,4,Married,9,Sales,Sales Executive,2,3,3,6538,Non-Travel,1,1,3,15,3,3,6,3,2,1,2,3,No
E0395,31,2,Female,7,Married,1,Research & Development,Manufacturing Director,2,3,1,4306,Travel_Rarely,1,2,2,12,3,1,13,13,10,3,12,5,No
E0396,43,3,Male,21,Married,7,Research & Development,Laboratory Technician,1,3,4,2258,Travel_Frequently,1,1,4,20,4,3,8,3,2,1,2,1,No
E0397,43,4,Female,8,Divorced,4,Research & Development,Healthcare Representative,2,3,3,4522,Travel_Rarely,0,4,3,14,3,3,8,5,2,0,2,3,No
E0398,25,2,Female,4,Single,1,Sales,Sales Executive,2,2,,4487,Travel_Rarely,0,2,2,11,3,3,5,5,4,1,3,3,No
E0399,37,5,Female,,Married,3,Research & Development,Research Scientist,2,3,3,4449,Non-Travel,2,1,2,15,3,3,15,13,11,10,7,2,No
E0400,31,2,Male,1,Married,1,Research & Development,Laboratory Technician,1,2,1,2218,Travel_Rarely,1,3,4,12,3,3,4,4,2,3,2,3,No
E0401,39,1,Male,1,Divorced,1,Research & Development,Manager,5,3,3,19197,Travel_Frequently,1,3,2,14,3,3,21,21,8,1,6,3,No
E0402,56,3,Female,6,Married,9,Sales,Sales Executive,4,4,1,13212,Travel_Frequently,3,4,3,11,3,2,36,7,7,7,7,0,No
E0403,30,3,Female,12,Single,0,Sales,Sales Executive,2,3,3,6577,Travel_Rarely,0,2,2,11,3,3,6,5,4,4,4,6,No
E0404,41,3,Male,1,Married,1,Sales,Sales Executive,3,4,1,8392,Travel_Rarely,1,3,2,16,3,3,10,10,7,0,7,2,No
E0405,28,2,Male,17,Divorced,1,Research & Development,Laboratory Technician,2,3,1,4558,Travel_Rarely,1,4,3,12,3,3,10,10,0,1,8,2,No
E0406,25,3,Male,3,Married,5,Research & Development,Laboratory Technician,1,3,1,4031,Travel_Rarely,1,3,1,13,3,3,6,2,2,0,2,5,Yes
E0407,52,3,Male,3,Married,2,Research & Development,Manufacturing Director,3,2,3,7969,Travel_Rarely,0,3,4,14,3,3,28,5,4,0,4,4,No
E0408,45,2,Male,10,Married,3,Research & Development,Research Scientist,1,3,4,2654,Travel_Rarely,2,4,1,21,4,2,8,2,2,0,2,3,No
E0409,52,2,Female,4,Married,2,Research & Development,Manager,4,3,4,16555,Travel_Rarely,0,4,4,13,3,1,31,5,2,1,4,2,No
E0410,42,2,Female,29,Divorced,2,Research & Development,Research Scientist,2,3,3,4556,Travel_Frequently,1,2,1,11,3,3,19,5,4,0,2,3,No
E0411,30,3,Female,2,Single,2,Research & Development,Manufacturing Director,2,1,4,6091,Travel_Rarely,0,3,3,20,4,3,11,5,4,0,2,2,No
E0412,60,3,Female,7,Married,5,Research & Development,Manager,5,3,1,19566,Travel_Rarely,0,4,1,11,3,1,33,29,8,11,10,5,No
E0413,46,3,Female,18,Divorced,2,Research & Development,Manufacturing Director,2,3,,4810,Travel_Rarely,1,3,3,14,3,2,19,10,7,0,8,5,No
E0414,42,4,Female,28,Married,0,Research & Development,Healthcare Representative,2,2,4,4523,Travel_Frequently,3,4,4,11,3,4,7,6,5,0,4,4,No
E0415,24,1,Female,1,Single,1,Sales,Sales Representative,1,3,2,3202,Travel_Rarely,0,2,1,16,3,3,6,5,3,1,4,4,Yes
E0416,34,2,Female,6,Divorced,0,Sales,Sales Representative,1,1,3,2351,Travel_Frequently,1,4,4,16,3,2,3,2,2,1,0,3,Yes
E0417,38,2,Male,2,Married,1,Research & Development,Laboratory Technician,1,3,4,1702,Travel_Frequently,1,3,4,23,4,3,1,1,0,0,0,3,No
E0418,40,4,Female,2,Married,0,Sales,Manager,5,3,3,18041,Travel_Rarely,0,4,3,14,3,3,21,20,15,1,12,2,No
E0419,26,3,Female,23,Divorced,1,Research & Development,Research Scientist,1,3,4,2886,Travel_Rarely,2,2,1,22,4,1,3,3,2,0,2,3,No
E0420,30,3,Male,3,Married,4,Research & Development,Laboratory Technician,1,3,4,2097,Non-Travel,1,3,3,15,3,1,9,5,3,1,4,3,No
E0421,29,4,Male,3,Married,1,Research & Development,Research Director,3,2,3,11935,Travel_Rarely,0,3,2,18,3,3,10,10,2,0,7,2,No
E0422,29,5,Female,25,Married,5,Research & Development,Research Scientist,1,2,2,2546,Travel_Rarely,0,2,3,16,3,4,6,2,2,1,1,2,Yes
E0423,19,2,Male,2,Single,1,Human Resources,Human Resources,1,2,4,2564,Travel_Rarely,0,3,1,12,3,4,1,1,0,0,0,3,Yes
E0424,30,4,Female,22,Married,0,Sales,Sales Executive,3,3,1,8412,Non-Travel,0,3,3,11,3,3,10,9,8,7,8,3,No
E0425,57,3,Male,29,Divorced,3,Sales,Manager,4,2,4,14118,Travel_Rarely,1,3,1,12,3,2,32,1,0,0,0,3,No
E0426,50,4,Male,29,Married,0,Research & Development,Manager,4,2,,17046,Travel_Rarely,1,2,2,15,3,3,28,27,10,15,7,2,No
E0427,30,3,Female,2,Single,0,Research & Development,Laboratory Technician,1,3,4,2564,Non-Travel,0,3,3,14,3,2,12,11,7,6,7,2,No
E0428,60,3,Female,28,Married,4,Sales,Sales Executive,3,2,1,10266,Travel_Frequently,0,4,3,19,3,4,22,18,13,13,11,5,No
E0429,47,2,Female,2,Divorced,5,Research & Development,Manufacturing Director,2,3,4,5070,Travel_Rarely,3,3,1,13,3,3,20,5,0,0,4,2,No
E0430,46,3,Male,2,Married,6,Research & Development,Research Director,4,3,3,17861,Travel_Rarely,0,3,1,13,3,1,26,3,2,0,1,2,No
E0431,35,3,Male,22,Single,0,Research & Development,Laboratory Technician,1,1,3,4230,Travel_Rarely,0,3,4,15,3,3,6,5,4,4,3,2,No
E0432,54,4,Female,8,Single,7,Research & Development,Laboratory Technician,2,3,3,3780,Travel_Rarely,0,3,3,11,3,3,19,1,0,0,0,3,No
E0433,34,4,Male,2,Divorced,3,Research & Development,Research Scientist,1,2,3,2768,Travel_Rarely,1,3,4,12,3,3,14,7,3,5,7,3,No
E0434,46,3,Female,10,Married,2,Sales,Sales Executive,3,2,4,9071,Travel_Rarely,1,3,3,19,3,3,15,3,2,1,2,3,No
E0435,31,1,Male,9,Divorced,1,Research & Development,Manufacturing Director,3,3,2,10648,Travel_Rarely,1,4,3,25,4,4,13,13,8,0,8,6,No
E0436,33,1,Male,15,Married,7,Research & Development,Manager,3,3,3,13610,Travel_Rarely,0,4,2,12,3,4,15,7,6,7,7,2,Yes
E0437,33,1,Male,10,Divorced,7,Research & Development,Laboratory Technician,1,1,4,3408,Travel_Rarely,3,1,1,13,3,3,8,4,3,1,3,2,Yes
E0438,30,1,Male,7,Single,0,Sales,Sales Representative,1,3,2,2983,Travel_Rarely,0,1,4,14,3,3,4,3,2,1,2,3,No
E0439,35,3,Male,,Married,4,Research & Development,Healthcare Representative,3,3,,7632,Travel_Rarely,0,3,4,12,3,3,10,8,7,0,0,2,No
E0440,31,3,Male,20,Married,3,Research & Development,Healthcare Representative,3,3,3,9824,Travel_Frequently,0,1,1,12,3,3,12,1,0,0,0,2,Yes
E0441,34,3,Female,23,Divorced,9,Human Resources,Human Resources,3,3,1,9950,Travel_Frequently,3,3,2,15,3,3,11,3,2,0,2,2,Yes
E0442,42,2,Male,5,Married,4,Research & Development,Laboratory Technician,1,3,3,2093,Travel_Frequently,1,4,2,17,3,3,8,2,2,2,0,4,No
E0443,36,4,Male,10,Single,1,Sales,Sales Executive,3,3,4,9980,Non-Travel,0,4,2,14,3,2,10,10,3,9,7,3,No
E0444,22,1,Male,,Single,5,Research & Development,Laboratory Technician,1,2,3,3894,Travel_Frequently,0,3,3,16,3,3,4,2,2,1,2,3,Yes
E0445,48,5,Female,,Married,2,Sales,Sales Executive,2,3,4,4051,Travel_Rarely,1,,2,14,3,3,14,9,7,6,7,2,No
E0446,55,5,Female,18,Single,3,Sales,Manager,4,3,2,16835,Travel_Rarely,0,4,1,23,4,3,37,10,9,7,7,2,No
E0447,41,2,Male,10,Single,7,Sales,Sales Executive,2,3,4,6230,Non-Travel,0,4,4,14,3,3,16,14,3,1,10,3,No
E0448,35,3,Male,1,Married,9,Sales,Sales Executive,2,3,,4717,Travel_Rarely,0,3,2,11,3,3,15,11,9,6,9,2,No
E0449,40,3,Female,6,Single,7,Research & Development,Manufacturing Director,4,3,3,13237,Travel_Rarely,0,3,2,15,3,3,22,20,6,5,13,3,No
E0450,39,1,Female,8,Married,1,Research & Development,Laboratory Technician,1,3,3,3755,Travel_Frequently,1,1,3,11,3,3,8,8,3,0,7,3,No
E0451,31,1,Male,2,Single,4,Sales,Sales Executive,2,3,4,6582,Travel_Rarely,0,3,2,13,3,4,10,6,5,0,5,2,No
E0452,42,3,Male,24,Married,1,Research & Development,Manufacturing Director,3,3,1,7406,Travel_Rarely,1,4,4,21,4,2,10,10,9,5,8,5,No
E0453,45,3,Male,2,Married,0,Sales,Sales Executive,2,3,2,4805,Travel_Rarely,1,2,4,19,3,4,9,8,7,3,7,3,No
E0454,26,4,Female,17,Divorced,0,Human Resources,Human Resources,1,3,3,2741,Travel_Frequently,1,2,2,11,3,2,8,7,7,1,0,2,Yes
E0455,29,3,Male,19,Divorced,4,Research & Development,Manufacturing Director,2,3,4,4262,Travel_Rarely,2,2,4,12,3,4,8,3,2,1,2,2,No
E0456,33,5,Female,1,Divorced,4,Research & Development,Research Director,4,4,3,16184,Travel_Rarely,1,3,1,19,3,3,10,6,1,0,5,2,No
E0457,31,3,Male,7,Divorced,9,Sales,Manager,3,2,4,11557,Travel_Rarely,1,3,3,21,4,2,10,5,4,0,1,3,No
E0458,18,3,Male,5,Single,1,Sales,Sales Representative,1,3,2,1878,Travel_Frequently,0,4,2,14,3,3,0,0,0,0,0,3,Yes
E0459,40,3,Male,28,Divorced,3,Sales,Sales Executive,3,1,,10932,Non-Travel,1,3,3,15,3,3,20,1,0,0,1,2,No
E0460,41,4,Female,2,Single,2,Research & Development,Healthcare Representative,2,2,3,6811,Non-Travel,0,1,1,17,3,3,10,8,7,0,7,3,No
E0461,26,2,Male,,Divorced,5,Sales,Sales Executive,2,3,3,4306,Travel_Rarely,2,1,1,12,3,3,8,0,0,0,0,5,No
E0462,35,3,Female,1,Single,1,Sales,Sales Executive,2,3,3,4859,Travel_Rarely,0,,1,16,3,3,5,5,4,0,3,3,No
E0463,34,4,Male,21,Single,1,Sales,Sales Executive,2,4,4,5337,Travel_Rarely,0,4,4,12,3,3,10,10,7,5,7,3,No
E0464,26,3,Male,24,Single,1,Research & Development,Laboratory Technician,1,1,4,2340,Travel_Rarely,0,2,3,18,3,1,1,1,0,0,0,3,Yes
E0465,37,3,Female,1,Single,4,Research & Development,Manufacturing Director,3,3,4,7491,Travel_Rarely,0,4,2,17,3,4,12,6,5,1,2,3,No
E0466,46,1,Female,18,Married,5,Research & Development,Healthcare Representative,3,3,3,10527,Travel_Frequently,0,4,1,11,3,2,28,2,2,1,2,3,No
E0467,41,5,Female,2,Married,7,Sales,Manager,4,3,1,16595,Travel_Rarely,1,2,2,16,3,3,22,18,16,11,8,2,No
E0468,37,4,Male,9,Divorced,1,Sales,Sales Executive,3,3,2,8834,Non-Travel,1,4,1,13,3,3,9,9,5,7,7,6,No
E0469,52,2,Male,6,Divorced,3,Research & Development,Research Scientist,2,3,1,5577,Travel_Rarely,2,2,4,12,3,3,18,10,9,6,9,3,No
E0470,32,4,Male,11,Married,8,Sales,Sales Executive,2,4,,4707,Non-Travel,0,4,4,12,3,3,6,4,2,1,2,2,Yes
E0471,24,3,Male,24,Married,0,Sales,Sales Representative,1,3,4,2400,Travel_Frequently,2,3,4,13,3,3,3,2,2,2,1,3,No
E0472,38,3,Female,10,Married,3,Research & Development,Healthcare Representative,2,3,3,9824,Travel_Rarely,1,3,3,19,3,3,18,1,0,0,0,4,No
E0473,37,4,Female,1,Married,6,Research & Development,Manufacturing Director,2,3,2,6447,Travel_Rarely,1,2,2,12,3,2,8,6,5,4,3,2,No
E0474,49,4,Male,18,Divorced,1,Research & Development,Research Director,5,2,3,19502,Travel_Rarely,1,3,4,17,3,3,31,31,9,0,9,5,No
E0475,24,3,Male,23,Married,1,Research & Development,Research Scientist,1,4,4,2725,Travel_Rarely,2,2,2,11,3,3,6,6,5,1,4,3,No
E0476,26,2,Male,28,Married,1,Sales,Sales Executive,2,3,2,6272,Travel_Rarely,2,4,1,20,4,4,6,5,3,1,4,5,No
E0477,24,2,Male,17,Married,1,Research & Development,Laboratory Technician,1,2,2,2127,Travel_Rarely,1,4,4,21,4,3,1,1,0,0,0,2,No
E0478,50,3,Male,3,Married,1,Human Resources,Manager,5,3,2,18200,Travel_Frequently,1,3,1,11,3,3,32,32,5,10,7,2,No
E0479,25,1,Male,13,Married,1,Sales,Sales Representative,1,3,3,2096,Travel_Rarely,0,3,2,11,3,3,7,7,4,0,6,1,No
E0480,24,3,Female,7,Married,1,Research & Development,Laboratory Technician,1,3,3,2886,Travel_Frequently,1,4,1,16,3,3,6,6,3,1,2,4,Yes
E0481,30,4,Male,12,Married,1,Sales,Sales Representative,1,2,,2033,Travel_Frequently,1,3,2,18,3,4,1,1,0,0,0,2,Yes
E0482,34,2,Male,1,Married,1,Research & Development,Research Scientist,1,2,4,3622,Travel_Rarely,1,4,2,13,3,3,6,6,5,1,3,3,No
E0483,31,4,Male,13,Divorced,2,Sales,Sales Executive,2,3,1,4233,Travel_Rarely,0,,2,17,3,1,9,3,1,1,2,2,Yes
E0484,35,2,Male,25,Single,4,Research & Development,Laboratory Technician,2,2,4,3681,Travel_Rarely,0,4,1,14,3,3,9,3,2,0,2,3,No
E0485,31,4,Male,6,Divorced,4,Sales,Sales Executive,2,4,4,5460,Travel_Rarely,2,4,1,22,4,4,13,7,7,5,7,4,No
E0486,27,4,Female,6,Divorced,0,Research & Development,Research Scientist,1,2,3,2187,Travel_Rarely,2,3,1,12,3,2,6,5,3,0,3,5,No
E0487,37,3,Male,2,Married,4,Sales,Sales Executive,2,3,3,9602,Travel_Rarely,1,3,4,11,3,2,17,3,0,1,0,3,No
E0488,20,3,Female,1,Single,1,Research & Development,Research Scientist,1,2,2,2836,Travel_Rarely,0,4,4,13,3,4,1,1,0,0,0,0,No
E0489,42,4,Female,2,Married,1,Research & Development,Healthcare Representative,2,3,4,4089,Travel_Rarely,2,2,3,13,3,3,10,10,2,2,2,4,No
E0490,43,4,Male,6,Divorced,4,Research & Development,Research Director,4,2,4,16627,Travel_Rarely,1,3,2,14,3,2,21,1,0,0,0,3,No
E0491,38,1,Female,1,Single,3,Research & Development,Research Scientist,1,3,1,2619,Travel_Rarely,0,4,3,17,3,2,8,0,0,0,0,3,No
E0492,43,5,Male,9,Divorced,3,Research & Development,Laboratory Technician,2,3,,5679,Travel_Frequently,1,2,4,13,3,3,10,8,7,4,7,3,No
E0493,48,4,Female,1,Married,7,Research & Development,Manager,4,2,1,15402,Travel_Rarely,1,1,4,11,3,1,21,3,2,0,2,3,No
E0494,44,4,Female,1,Single,4,Human Resources,Human Resources,2,2,3,5985,Travel_Rarely,0,2,1,11,3,4,10,2,2,0,2,1,No
E0495,34,3,Female,14,Divorced,1,Sales,Sales Representative,1,3,3,2579,Travel_Rarely,2,4,3,18,3,3,8,8,2,0,6,3,No
E0496,27,1,Male,2,Divorced,0,Sales,Sales Representative,1,3,1,3041,Travel_Rarely,1,2,3,11,3,3,5,4,3,0,2,3,Yes
E0497,21,1,Male,22,Single,1,Sales,Sales Representative,1,3,3,3447,Travel_Rarely,0,3,3,11,3,3,3,3,2,1,2,2,No
E0498,44,4,Male,3,Married,4,Research & Development,Manager,5,3,4,19513,Travel_Rarely,1,1,4,12,3,4,26,2,2,0,1,2,No
E0499,22,1,Male,6,Married,0,Research & Development,Research Scientist,1,3,3,2773,Travel_Rarely,0,4,1,20,4,3,3,2,2,2,2,3,No
E0500,33,4,Male,8,Divorced,0,Sales,Sales Executive,2,3,3,7104,Travel_Rarely,0,4,3,12,3,3,6,5,0,1,2,3,No
E0501,32,4,Female,9,Married,1,Research & Development,Research Scientist,2,3,4,6322,Travel_Rarely,1,4,1,12,3,2,6,6,4,0,5,2,No
E0502,30,3,Female,3,Divorced,1,Research & Development,Research Scientist,1,3,3,2083,Travel_Frequently,1,3,3,20,4,3,1,1,0,0,0,2,No
E0503,53,1,Female,1,Single,7,Sales,Sales Executive,2,3,1,8381,Travel_Rarely,0,4,4,20,4,4,18,14,7,8,10,2,No
E0504,34,5,Male,1,Married,1,Research & Development,Research Scientist,1,3,4,2691,Travel_Rarely,1,4,2,12,3,2,10,10,9,8,8,4,No
E0505,45,4,Female,26,Married,2,Sales,Sales Executive,2,3,1,4286,Travel_Frequently,2,4,1,14,3,3,5,1,1,0,0,4,Yes
E0506,26,3,Female,6,Married,1,Research & Development,Laboratory Technician,1,3,4,2659,Travel_Rarely,1,3,3,13,3,3,3,3,2,0,2,2,No
E0507,37,3,Male,3,Married,1,Research & Development,Manufacturing Director,3,3,,9434,Travel_Rarely,1,,3,15,3,3,10,10,7,7,8,2,No
E0508,29,2,Female,3,Married,1,Sales,Sales Executive,2,3,3,5561,Travel_Rarely,1,1,2,14,3,2,6,6,0,1,2,5,No
E0509,35,4,Male,6,Single,1,Research & Development,Research Scientist,2,1,4,6646,Travel_Rarely,0,2,2,13,3,3,17,17,11,11,8,3,No
E0510,33,3,Male,6,Divorced,3,Research & Development,Healthcare Representative,2,3,4,7725,Travel_Frequently,1,3,3,23,4,1,15,13,11,4,7,2,No
E0511,54,4,Male,,Married,2,Human Resources,Human Resources,3,3,2,10725,Travel_Rarely,1,3,3,15,3,4,16,9,7,7,1,1,No
E0512,36,2,Male,9,Divorced,2,Research & Development,Manufacturing Director,2,2,2,8847,Travel_Rarely,1,3,2,11,3,3,13,3,2,0,2,2,No
E0513,27,4,Male,3,Single,0,Research & Development,Research Scientist,1,2,4,2045,Travel_Rarely,0,4,1,13,3,3,5,4,2,1,1,0,No
E0514,20,1,Male,10,Single,1,Research & Development,Research Scientist,1,3,3,1009,Travel_Rarely,0,4,4,11,3,3,1,1,0,1,1,5,Yes
E0515,33,3,Male,3,Single,1,Research & Development,Research Scientist,1,3,1,3348,Travel_Frequently,0,1,1,11,3,3,10,10,8,9,7,3,Yes
E0516,35,3,Male,3,Married,1,Research & Development,Laboratory Technician,1,2,3,1281,Non-Travel,2,3,3,18,3,3,1,1,0,0,0,3,No
E0517,23,3,Male,4,Married,2,Research & Development,Research Scientist,1,4,1,2819,Travel_Rarely,1,1,1,16,3,4,5,3,2,0,2,3,No
E0518,25,3,Male,8,Married,0,Sales,Sales Executive,2,4,,4851,Travel_Rarely,1,3,4,22,4,3,4,3,2,1,2,4,No
E0519,38,4,Female,7,Single,0,Sales,Sales Executive,2,2,4,4028,Travel_Rarely,0,1,4,20,4,3,8,7,7,0,5,2,No
E0520,29,4,Male,1,Divorced,1,Research & Development,Research Scientist,1,1,4,2720,Travel_Frequently,1,4,2,18,3,3,10,10,7,2,8,5,No
E0521,48,1,Male,2,Married,3,Sales,Sales Executive,2,4,2,8120,Travel_Rarely,0,4,2,12,3,3,12,2,2,2,2,3,No
E0522,27,1,Female,3,Divorced,1,Sales,Sales Executive,2,4,4,4647,Travel_Frequently,2,2,4,20,4,3,6,6,5,0,4,3,No
E0523,37,2,Male,10,Single,3,Research & Development,Research Scientist,1,4,4,4680,Travel_Rarely,0,1,4,17,3,3,4,1,0,0,0,2,No
E0524,50,1,Male,28,Married,1,Research & Development,Laboratory Technician,1,4,3,3221,Travel_Rarely,3,3,4,11,3,3,20,20,8,3,8,3,No
E0525,34,3,Female,9,Single,1,Research & Development,Healthcare Representative,3,2,2,8621,Travel_Rarely,0,2,4,14,3,4,9,8,7,7,7,3,No
E0526,24,2,Female,3,Single,9,Sales,Sales Executive,2,3,3,4577,Travel_Rarely,0,1,1,14,3,3,4,2,2,2,0,3,Yes
E0527,39,4,Female,2,Single,1,Research & Development,Healthcare Representative,2,2,3,4553,Travel_Rarely,0,1,4,11,3,3,20,20,7,11,10,4,No
E0528,32,3,Male,10,Single,1,Sales,Sales Executive,2,3,4,5396,Travel_Rarely,0,,4,12,3,2,10,10,7,0,8,2,No
E0529,50,2,Male,8,Married,3,Sales,Sales Executive,2,3,,6796,Travel_Frequently,1,1,2,14,3,3,18,4,3,1,3,4,Yes
E0530,38,4,Female,1,Single,0,Research & Development,Healthcare Representative,2,4,4,7625,Travel_Rarely,0,3,2,13,3,2,10,9,7,1,8,4,No
E0531,27,2,Female,1,Married,1,Research & Development,Manufacturing Director,3,3,1,7412,Travel_Rarely,0,4,3,11,3,3,9,9,7,0,7,3,No
E0532,32,2,Female,3,Single,3,Research & Development,Research Director,3,3,4,11159,Travel_Rarely,0,4,3,15,3,3,10,7,7,7,7,6,No
E0533,47,4,Male,14,Single,2,Sales,Sales Executive,2,3,1,4960,Travel_Rarely,0,4,4,12,3,3,20,7,7,1,7,2,No
E0534,40,4,Male,5,Married,5,Sales,Sales Executive,3,2,1,10475,Travel_Frequently,1,3,4,21,4,3,20,18,13,1,12,2,No
E0535,53,3,Male,7,Married,3,Research & Development,Research Director,4,4,3,14814,Travel_Rarely,0,3,3,19,3,3,32,5,1,1,3,3,No
E0536,41,4,Male,10,Divorced,3,Human Resources,Manager,5,2,4,19141,Travel_Rarely,3,2,2,15,3,2,23,21,6,12,6,2,No
E0537,60,4,Male,16,Single,8,Sales,Sales Executive,2,3,1,5405,Travel_Rarely,0,4,1,14,3,3,10,2,2,2,2,1,No
E0538,27,2,Male,10,Divorced,1,Research & Development,Manufacturing Director,3,3,1,8793,Travel_Frequently,2,3,4,21,4,2,9,9,7,1,7,4,No
E0539,41,3,Male,1,Married,1,Human Resources,Manager,5,2,3,19189,Travel_Rarely,1,2,4,12,3,3,22,22,7,2,10,3,No
E0540,50,4,Male,8,Married,7,Sales,Sales Representative,1,3,2,3875,Travel_Rarely,1,4,4,15,3,3,4,2,2,2,2,2,No
E0541,28,2,Female,1,Single,7,Research & Development,Research Scientist,1,1,2,2216,Travel_Rarely,0,4,1,13,3,3,10,7,7,3,7,4,Yes
E0542,36,3,Female,8,Married,9,Research & Development,Research Director,3,4,1,11713,Non-Travel,1,1,1,14,3,3,10,8,7,0,5,2,No
E0543,38,3,Female,1,Single,4,Research & Development,Manufacturing Director,3,3,3,7861,Travel_Rarely,0,4,3,14,3,4,10,1,0,0,0,4,No
E0544,44,3,Male,24,Single,2,Research & Development,Laboratory Technician,1,1,3,3708,Non-Travel,0,3,1,14,3,3,9,5,2,1,4,5,No
E0545,47,3,Female,3,Divorced,9,Sales,Sales Executive,4,3,3,13770,Travel_Frequently,2,4,4,12,3,2,28,22,2,11,13,2,No
E0546,30,5,Male,27,Divorced,7,Sales,Sales Executive,2,3,,5304,Travel_Rarely,1,4,3,23,4,2,10,8,7,7,7,2,No
